Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle
2024-01-01,1900-01-01 02:08:00,Monday,DUNDAS STATION,MUPAA,4.0,10.0,N,YU,6051.0
2024-01-01,1900-01-01 02:13:00,Monday,KENNEDY BD STATION,PUTDN,10.0,16.0,E,BD,5284.0
2024-01-01,1900-01-01 02:22:00,Monday,BLOOR STATION,MUPAA,4.0,10.0,N,YU,5986.0
2024-01-01,1900-01-01 02:25:00,Monday,ST CLAIR STATION,MUPAA,3.0,9.0,N,YU,6051.0
2024-01-01,1900-01-01 02:27:00,Monday,WOODBINE STATION,EUDO,7.0,13.0,E,BD,5077.0
2024-01-01,1900-01-01 02:30:00,Monday,DAVISVILLE STATION,MUI,13.0,19.0,N,YU,6051.0
2024-01-01,1900-01-01 02:36:00,Monday,FINCH STATION,MUI,24.0,30.0,S,YU,5931.0
2024-01-01,1900-01-01 02:45:00,Monday,COLLEGE STATION,MUIR,12.0,18.0,N,YU,5816.0
2024-01-01,1900-01-01 03:01:00,Monday,LAWRENCE WEST STATION,SUDP,3.0,9.0,N,YU,5726.0
2024-01-01,1900-01-01 07:57:00,Monday,SHEPPARD WEST STATION,TUNOA,12.0,24.0,N,YU,0.0
2024-01-01,1900-01-01 08:41:00,Monday,EGLINTON STATION,TUNOA,6.0,12.0,N,YU,0.0
2024-01-01,1900-01-01 08:42:00,Monday,SHEPPARD WEST STATION,TUNIP,6.0,12.0,N,YU,6016.0
2024-01-01,1900-01-01 09:09:00,Monday,ST CLAIR STATION,PUOPO,7.0,13.0,S,YU,5811.0
2024-01-01,1900-01-01 09:17:00,Monday,SUMMERHILL STATION,PUOPO,6.0,12.0,S,YU,5811.0
2024-01-01,1900-01-01 10:08:00,Monday,EGLINTON STATION,TUNOA,6.0,12.0,N,YU,0.0
2024-01-01,1900-01-01 11:39:00,Monday,OLD MILL STATION,TUSC,3.0,7.0,E,BD,5291.0
2024-01-01,1900-01-01 14:15:00,Monday,BLOOR STATION,MUIR,12.0,16.0,N,YU,5631.0
2024-01-01,1900-01-01 15:15:00,Monday,LANSDOWNE STATION,MUDD,7.0,11.0,E,BD,5164.0
2024-01-01,1900-01-01 15:38:00,Monday,COLLEGE STATION,MUPAA,4.0,8.0,N,YU,6061.0
2024-01-01,1900-01-01 16:20:00,Monday,ROSEDALE STATION,SUDP,7.0,11.0,S,YU,6086.0
2024-01-01,1900-01-01 20:52:00,Monday,QUEEN STATION,MUPAA,7.0,13.0,S,YU,5861.0
2024-01-01,1900-01-01 21:07:00,Monday,KENNEDY BD STATION,MUNOA,6.0,12.0,W,BD,5226.0
2024-01-01,1900-01-01 01:10:00,Monday,VAUGHAN MC STATION,MUO,8.0,14.0,S,YU,5921.0
2024-01-02,1900-01-01 07:40:00,Tuesday,DAVISVILLE STATION,SUDP,6.0,9.0,S,YU,6076.0
2024-01-02,1900-01-01 08:44:00,Tuesday,ST CLAIR STATION,PUOPO,6.0,9.0,N,YU,5811.0
2024-01-02,1900-01-01 08:51:00,Tuesday,DUNDAS STATION,MUSAN,3.0,6.0,N,YU,5451.0
2024-01-02,1900-01-01 09:12:00,Tuesday,BROADVIEW STATION,EUME,9.0,12.0,W,BD,5004.0
2024-01-02,1900-01-01 09:33:00,Tuesday,FINCH WEST STATION,MUIR,4.0,7.0,N,YU,5851.0
2024-01-02,1900-01-01 13:12:00,Tuesday,DOWNSVIEW PARK STATION,EUDO,5.0,10.0,N,YU,5806.0
2024-01-02,1900-01-01 13:42:00,Tuesday,ST GEORGE YUS STATION,SUO,3.0,8.0,S,YU,5961.0
2024-01-02,1900-01-01 13:46:00,Tuesday,EGLINTON STATION,MUI,3.0,8.0,N,YU,5576.0
2024-01-02,1900-01-01 14:03:00,Tuesday,NORTH YORK CTR STATION,SUDP,8.0,13.0,S,YU,5481.0
2024-01-02,1900-01-01 14:36:00,Tuesday,ST GEORGE YUS STATION,SUDP,21.0,26.0,S,YU,6051.0
2024-01-02,1900-01-01 15:09:00,Tuesday,KIPLING STATION,MUIR,3.0,6.0,E,BD,5017.0
2024-01-02,1900-01-01 15:12:00,Tuesday,MUSEUM STATION,SUDP,8.0,13.0,S,YU,5886.0
2024-01-02,1900-01-01 15:43:00,Tuesday,KEELE STATION,TUNIP,3.0,6.0,W,BD,5037.0
2024-01-02,1900-01-01 15:54:00,Tuesday,DAVISVILLE STATION,MUDD,6.0,11.0,N,YU,5441.0
2024-01-02,1900-01-01 18:09:00,Tuesday,COLLEGE STATION,MUDD,10.0,13.0,S,YU,6001.0
2024-01-02,1900-01-01 18:38:00,Tuesday,BLOOR STATION,SUO,16.0,20.0,S,YU,5881.0
2024-01-02,1900-01-01 18:41:00,Tuesday,YONGE BD STATION,SUO,16.0,20.0,W,BD,5063.0
2024-01-02,1900-01-01 19:01:00,Tuesday,BLOOR STATION,SUO,24.0,27.0,N,YU,5961.0
2024-01-02,1900-01-01 19:01:00,Tuesday,YONGE BD STATION,SUO,24.0,29.0,E,BD,5044.0
2024-01-02,1900-01-01 19:34:00,Tuesday,ROSEDALE STATION,SUO,20.0,23.0,S,YU,6016.0
2024-01-02,1900-01-01 20:12:00,Tuesday,WARDEN STATION,TUO,3.0,8.0,W,BD,5212.0
2024-01-02,1900-01-01 20:40:00,Tuesday,EGLINTON STATION,SUEAS,9.0,14.0,S,YU,6091.0
2024-01-02,1900-01-01 23:33:00,Tuesday,WARDEN STATION,TUS,4.0,9.0,E,BD,5098.0
2024-01-02,1900-01-01 00:08:00,Tuesday,KENNEDY BD STATION,SUDP,5.0,10.0,W,BD,5049.0
2024-01-02,1900-01-01 01:48:00,Tuesday,BROADVIEW STATION,EUVE,11.0,16.0,W,BD,0.0
2024-01-02,1900-01-01 16:07:00,Tuesday,BAYVIEW STATION,SUDP,4.0,11.0,W,SHP,6146.0
2024-01-03,1900-01-01 07:17:00,Wednesday,DUNDAS STATION,MUPAA,3.0,6.0,S,YU,5796.0
2024-01-03,1900-01-01 11:32:00,Wednesday,VICTORIA PARK STATION,EUCA,4.0,8.0,W,BD,5180.0
2024-01-03,1900-01-01 12:50:00,Wednesday,DAVISVILLE STATION,MUSAN,5.0,10.0,N,YU,5971.0
2024-01-03,1900-01-01 13:30:00,Wednesday,YONGE BD STATION,MUSAN,9.0,13.0,W,BD,5310.0
2024-01-03,1900-01-01 15:26:00,Wednesday,EGLINTON STATION,MUIR,5.0,10.0,N,YU,5436.0
2024-01-03,1900-01-01 17:30:00,Wednesday,SHERBOURNE STATION,MUPR1,26.0,29.0,W,BD,5244.0
2024-01-03,1900-01-01 17:42:00,Wednesday,ROSEDALE STATION,PUSAC,12.0,15.0,N,YU,5621.0
2024-01-03,1900-01-01 17:52:00,Wednesday,WELLESLEY STATION,MUPAA,3.0,6.0,N,YU,6061.0
2024-01-03,1900-01-01 18:19:00,Wednesday,LAWRENCE STATION,SUO,8.0,11.0,S,YU,5651.0
2024-01-03,1900-01-01 19:34:00,Wednesday,DONLANDS STATION,SUO,5.0,10.0,W,BD,5004.0
2024-01-03,1900-01-01 20:10:00,Wednesday,VAUGHAN MC STATION,EUPI,43.0,47.0,S,YU,6111.0
2024-01-03,1900-01-01 20:47:00,Wednesday,BAY STATION,SUO,4.0,9.0,W,BD,5141.0
2024-01-03,1900-01-01 20:52:00,Wednesday,EGLINTON STATION,PUOPO,4.0,9.0,S,YU,5906.0
2024-01-03,1900-01-01 21:02:00,Wednesday,BLOOR STATION,SUO,6.0,11.0,N,YU,5636.0
2024-01-03,1900-01-01 00:24:00,Wednesday,SHEPPARD WEST STATION,PUOPO,8.0,13.0,N,YU,5906.0
2024-01-03,1900-01-01 01:35:00,Wednesday,KIPLING STATION,MUTO,3.0,0.0,E,BD,5299.0
2024-01-04,1900-01-01 06:52:00,Thursday,NORTH YORK CTR STATION,PUOPO,5.0,8.0,S,YU,6046.0
2024-01-04,1900-01-01 06:58:00,Thursday,SHEPPARD STATION,PUOPO,3.0,6.0,S,YU,6046.0
2024-01-04,1900-01-01 07:28:00,Thursday,WOODBINE STATION,MUDD,4.0,7.0,W,BD,5203.0
2024-01-04,1900-01-01 07:46:00,Thursday,SPADINA YUS STATION,SUDP,6.0,9.0,N,YU,5971.0
2024-01-04,1900-01-01 07:48:00,Thursday,NORTH YORK CTR STATION,PUOPO,7.0,10.0,S,YU,5836.0
2024-01-04,1900-01-01 07:55:00,Thursday,MAIN STREET STATION,PUSSW,4.0,7.0,W,BD,5200.0
2024-01-04,1900-01-01 07:55:00,Thursday,WOODBINE STATION,PUSSW,4.0,7.0,E,BD,5134.0
2024-01-04,1900-01-01 08:03:00,Thursday,UNION STATION,PUSRA,9.0,12.0,N,YU,5571.0
2024-01-04,1900-01-01 08:21:00,Thursday,LAWRENCE STATION,TUO,7.0,10.0,N,YU,5881.0
2024-01-04,1900-01-01 09:20:00,Thursday,ROSEDALE STATION,MUATC,5.0,8.0,N,YU,5976.0
2024-01-04,1900-01-01 09:30:00,Thursday,DUNDAS WEST STATION,TUMVS,8.0,11.0,W,BD,5061.0
2024-01-04,1900-01-01 09:59:00,Thursday,EGLINTON STATION,SUEAS,6.0,11.0,N,YU,5421.0
2024-01-04,1900-01-01 10:16:00,Thursday,DUNDAS STATION,SUO,5.0,10.0,N,YU,5661.0
2024-01-04,1900-01-01 10:25:00,Thursday,DUNDAS WEST STATION,MUIRS,6.0,10.0,W,BD,5068.0
2024-01-04,1900-01-01 10:32:00,Thursday,YORK UNIVERSITY STATIO,PUOPO,6.0,10.0,S,YU,5811.0
2024-01-04,1900-01-01 10:38:00,Thursday,WILSON STATION,PUOPO,3.0,6.0,N,YU,5906.0
2024-01-04,1900-01-01 10:39:00,Thursday,FINCH WEST STATION,PUOPO,4.0,7.0,S,YU,5811.0
2024-01-04,1900-01-01 10:42:00,Thursday,SHEPPARD WEST STATION,PUOPO,3.0,6.0,N,YU,5906.0
2024-01-04,1900-01-01 10:59:00,Thursday,WARDEN STATION,MUDD,8.0,12.0,W,BD,5369.0
2024-01-04,1900-01-01 11:10:00,Thursday,WARDEN STATION,PUSSW,92.0,96.0,E,BD,5093.0
2024-01-04,1900-01-01 11:18:00,Thursday,SUMMERHILL STATION,SUO,3.0,8.0,S,YU,5956.0
2024-01-04,1900-01-01 11:35:00,Thursday,ROSEDALE STATION,PUSAC,4.0,9.0,N,YU,5676.0
2024-01-04,1900-01-01 12:26:00,Thursday,ISLINGTON STATION,MUSC,6.0,10.0,E,BD,5239.0
2024-01-04,1900-01-01 12:30:00,Thursday,ROSEDALE STATION,PUSAC,4.0,8.0,N,YU,5821.0
2024-01-04,1900-01-01 13:58:00,Thursday,FINCH STATION,MUSAN,5.0,10.0,S,YU,5386.0
2024-01-04,1900-01-01 14:20:00,Thursday,YORK MILLS STATION,MUI,17.0,22.0,S,YU,5581.0
2024-01-04,1900-01-01 15:23:00,Thursday,HIGH PARK STATION,SUDP,3.0,7.0,W,BD,5203.0
2024-01-04,1900-01-01 16:05:00,Thursday,MUSEUM STATION,EUDO,14.0,17.0,S,YU,6061.0
2024-01-04,1900-01-01 16:31:00,Thursday,ST CLAIR STATION,PUOPO,4.0,7.0,N,YU,5589.0
2024-01-04,1900-01-01 16:42:00,Thursday,LAWRENCE STATION,PUOPO,3.0,6.0,N,YU,5896.0
2024-01-04,1900-01-01 16:54:00,Thursday,ST CLAIR STATION,MUATC,5.0,8.0,S,YU,5781.0
2024-01-04,1900-01-01 18:59:00,Thursday,BROADVIEW STATION,MUSC,3.0,6.0,E,BD,5365.0
2024-01-04,1900-01-01 19:25:00,Thursday,BLOOR STATION,SUDP,4.0,11.0,N,YU,5516.0
2024-01-04,1900-01-01 19:43:00,Thursday,FINCH STATION,TUNIP,5.0,8.0,S,YU,5891.0
2024-01-04,1900-01-01 23:08:00,Thursday,KENNEDY BD STATION,TUNIP,3.0,8.0,W,BD,0.0
2024-01-04,1900-01-01 00:15:00,Thursday,WOODBINE STATION,SUO,16.0,21.0,E,BD,5168.0
2024-01-04,1900-01-01 19:12:00,Thursday,DON MILLS STATION,SUDP,5.0,12.0,W,SHP,6146.0
2024-01-04,1900-01-01 23:56:00,Thursday,SHEPPARD-YONGE STATION,SUDP,11.0,18.0,E,SHP,6176.0
2024-01-05,1900-01-01 06:27:00,Friday,LAWRENCE STATION,PUOPO,4.0,7.0,N,YU,5896.0
2024-01-05,1900-01-01 07:13:00,Friday,GREENWOOD STATION,EUME,3.0,6.0,E,BD,5081.0
2024-01-05,1900-01-01 07:24:00,Friday,BLOOR STATION,SUO,3.0,6.0,S,YU,5471.0
2024-01-05,1900-01-01 08:38:00,Friday,VAUGHAN MC STATION,MUATC,3.0,6.0,S,YU,5391.0
2024-01-05,1900-01-01 08:53:00,Friday,BLOOR STATION,SUDP,8.0,11.0,N,YU,6081.0
2024-01-05,1900-01-01 08:57:00,Friday,ISLINGTON STATION,EUBK,12.0,15.0,W,BD,5129.0
2024-01-05,1900-01-01 09:43:00,Friday,VICTORIA PARK STATION,MUSAN,3.0,6.0,E,BD,5119.0
2024-01-05,1900-01-01 11:39:00,Friday,MAIN STREET STATION,SUAE,17.0,21.0,E,BD,5269.0
2024-01-05,1900-01-01 13:26:00,Friday,COLLEGE STATION,SUDP,4.0,9.0,N,YU,5781.0
2024-01-05,1900-01-01 15:26:00,Friday,COXWELL STATION,TUNIP,5.0,9.0,E,BD,5029.0
2024-01-05,1900-01-01 16:33:00,Friday,YORK MILLS STATION,SUDP,12.0,15.0,N,YU,6021.0
2024-01-05,1900-01-01 17:13:00,Friday,FINCH WEST STATION,MUPAA,3.0,6.0,N,YU,5616.0
2024-01-05,1900-01-01 17:25:00,Friday,LAWRENCE STATION,PUOPO,4.0,7.0,N,YU,5896.0
2024-01-05,1900-01-01 17:28:00,Friday,KEELE STATION,SUDP,9.0,18.0,N,BD,8302.0
2024-01-05,1900-01-01 17:50:00,Friday,UNION STATION,MUIR,7.0,10.0,N,YU,6126.0
2024-01-05,1900-01-01 17:54:00,Friday,COLLEGE STATION,MUPAA,3.0,6.0,S,YU,5661.0
2024-01-05,1900-01-01 18:15:00,Friday,BLOOR STATION,SUO,22.0,25.0,S,YU,5941.0
2024-01-05,1900-01-01 18:20:00,Friday,YONGE BD STATION,SUO,22.0,25.0,E,BD,5213.0
2024-01-05,1900-01-01 18:21:00,Friday,ST GEORGE YUS STATION,EUDO,4.0,7.0,N,YU,6046.0
2024-01-05,1900-01-01 19:34:00,Friday,ST GEORGE BD STATION,MUI,13.0,18.0,W,BD,5130.0
2024-01-05,1900-01-01 19:40:00,Friday,COXWELL STATION,SUDP,6.0,11.0,W,BD,5137.0
2024-01-05,1900-01-01 19:45:00,Friday,YONGE BD STATION,MUIR,4.0,9.0,E,BD,5222.0
2024-01-05,1900-01-01 19:48:00,Friday,UNION STATION,MUPAA,3.0,6.0,N,YU,6076.0
2024-01-05,1900-01-01 21:01:00,Friday,BROADVIEW STATION,MUIR,8.0,13.0,E,BD,5369.0
2024-01-05,1900-01-01 21:37:00,Friday,YORK MILLS STATION,MUPAA,3.0,8.0,N,YU,5036.0
2024-01-05,1900-01-01 21:40:00,Friday,YORK MILLS STATION,SUO,15.0,20.0,S,YU,6116.0
2024-01-05,1900-01-01 22:13:00,Friday,FINCH STATION,SUUT,14.0,19.0,N,YU,5931.0
2024-01-05,1900-01-01 01:21:00,Friday,EGLINTON STATION,SUEAS,20.0,25.0,N,YU,6136.0
2024-01-06,1900-01-01 06:25:00,Saturday,DOWNSVIEW PARK STATION,PUOPO,7.0,13.0,S,YU,6106.0
2024-01-06,1900-01-01 06:33:00,Saturday,SHEPPARD WEST STATION,PUOPO,6.0,12.0,S,YU,6106.0
2024-01-06,1900-01-01 08:54:00,Saturday,BROADVIEW STATION,PUSI,8.0,13.0,W,BD,5139.0
2024-01-06,1900-01-01 09:16:00,Saturday,CHRISTIE STATION,SUDP,8.0,13.0,W,BD,5171.0
2024-01-06,1900-01-01 12:03:00,Saturday,LANSDOWNE STATION,SUUT,12.0,16.0,E,BD,5168.0
2024-01-06,1900-01-01 12:09:00,Saturday,LANSDOWNE STATION,MUO,4.0,8.0,E,BD,5168.0
2024-01-06,1900-01-01 12:39:00,Saturday,CHESTER STATION,SUO,7.0,11.0,E,BD,5295.0
2024-01-06,1900-01-01 13:11:00,Saturday,BAY STATION,SUDP,3.0,7.0,E,BD,5031.0
2024-01-06,1900-01-01 13:33:00,Saturday,FINCH STATION,SUDP,27.0,31.0,S,YU,5546.0
2024-01-06,1900-01-01 13:45:00,Saturday,SPADINA YUS STATION,MUIS,13.0,17.0,S,YU,6071.0
2024-01-06,1900-01-01 14:05:00,Saturday,YORK MILLS STATION,SUUT,3.0,7.0,N,YU,5891.0
2024-01-06,1900-01-01 14:24:00,Saturday,OSSINGTON STATION,TUSC,3.0,7.0,E,YU,5089.0
2024-01-06,1900-01-01 14:29:00,Saturday,FINCH STATION,TUO,4.0,8.0,,YU,5891.0
2024-01-06,1900-01-01 14:33:00,Saturday,BLOOR STATION,PUSCR,4.0,8.0,S,YU,5716.0
2024-01-06,1900-01-01 14:45:00,Saturday,YONGE BD STATION,MUD,8.0,12.0,W,BD,5106.0
2024-01-06,1900-01-01 15:31:00,Saturday,SPADINA BD STATION,MUIR,3.0,7.0,E,BD,5049.0
2024-01-06,1900-01-01 15:54:00,Saturday,VAUGHAN MC STATION,TUNOA,4.0,8.0,,YU,6026.0
2024-01-06,1900-01-01 15:55:00,Saturday,UNION STATION,MUPAA,4.0,8.0,N,YU,5761.0
2024-01-06,1900-01-01 17:31:00,Saturday,VAUGHAN MC STATION,TUNOA,4.0,8.0,S,YU,5916.0
2024-01-06,1900-01-01 17:34:00,Saturday,UNION STATION,SUUT,5.0,9.0,N,YU,5516.0
2024-01-06,1900-01-01 18:48:00,Saturday,DUNDAS WEST STATION,MUPAA,3.0,7.0,E,BD,5031.0
2024-01-06,1900-01-01 19:12:00,Saturday,MAIN STREET STATION,SUDP,10.0,15.0,E,BD,5176.0
2024-01-06,1900-01-01 19:59:00,Saturday,KIPLING STATION,EUAC,5.0,10.0,E,BD,5052.0
2024-01-06,1900-01-01 20:30:00,Saturday,SHEPPARD WEST STATION,MUTO,4.0,8.0,N,YU,5806.0
2024-01-06,1900-01-01 22:33:00,Saturday,FINCH STATION,TUSET,6.0,12.0,S,YU,5906.0
2024-01-06,1900-01-01 22:45:00,Saturday,VICTORIA PARK STATION,PUSSW,6.0,12.0,E,BD,5031.0
2024-01-06,1900-01-01 00:24:00,Saturday,BLOOR STATION,SUROB,6.0,12.0,N,YU,5611.0
2024-01-06,1900-01-01 00:34:00,Saturday,COLLEGE STATION,SUUT,7.0,13.0,S,YU,5866.0
2024-01-06,1900-01-01 01:59:00,Saturday,ST CLAIR WEST STATION,MUFS,6.0,12.0,N,YU,6076.0
2024-01-06,1900-01-01 13:23:00,Saturday,SHEPPARD-YONGE STATION,SUDP,8.0,15.0,E,SHP,6191.0
2024-01-07,1900-01-01 07:38:00,Sunday,SHEPPARD WEST STATION,TUNOA,12.0,24.0,N,YU,0.0
2024-01-07,1900-01-01 08:25:00,Sunday,UNION STATION,TUATC,3.0,0.0,N,YU,5651.0
2024-01-07,1900-01-01 10:17:00,Sunday,BAYVIEW STATION,SUUT,50.0,57.0,E,SHP,6166.0
2024-01-07,1900-01-01 11:11:00,Sunday,EGLINTON STATION,PUOPO,6.0,10.0,S,YU,5906.0
2024-01-07,1900-01-01 11:51:00,Sunday,ST GEORGE YUS STATION,EUDO,10.0,14.0,S,YU,5631.0
2024-01-07,1900-01-01 12:03:00,Sunday,WARDEN STATION,EUNT,12.0,16.0,W,BD,5063.0
2024-01-07,1900-01-01 12:06:00,Sunday,WILSON STATION,PUOPO,6.0,10.0,N,YU,5906.0
2024-01-07,1900-01-01 13:18:00,Sunday,EGLINTON WEST STATION,MUSAN,5.0,9.0,N,YU,5386.0
2024-01-07,1900-01-01 13:33:00,Sunday,QUEEN STATION,SUUT,6.0,10.0,N,YU,5926.0
2024-01-07,1900-01-01 14:02:00,Sunday,EGLINTON STATION,PUOPO,5.0,9.0,S,YU,5906.0
2024-01-07,1900-01-01 15:40:00,Sunday,KENNEDY BD STATION,MUI,4.0,8.0,W,BD,5315.0
2024-01-07,1900-01-01 19:43:00,Sunday,EGLINTON WEST STATION,MUIR,14.0,20.0,S,YU,5731.0
2024-01-07,1900-01-01 20:19:00,Sunday,ST CLAIR WEST STATION,MUSAN,6.0,12.0,S,YU,5451.0
2024-01-07,1900-01-01 22:08:00,Sunday,PAPE STATION,SUG,6.0,12.0,E,BD,5168.0
2024-01-07,1900-01-01 23:31:00,Sunday,BLOOR STATION,SUUT,4.0,10.0,S,YU,5836.0
2024-01-07,1900-01-01 00:12:00,Sunday,VAUGHAN MC STATION,MUIR,6.0,12.0,S,YU,6014.0
2024-01-08,1900-01-01 07:06:00,Monday,ST GEORGE BD STATION,EUSC,3.0,6.0,W,BD,5321.0
2024-01-08,1900-01-01 08:01:00,Monday,PAPE STATION,MUSAN,3.0,6.0,E,BD,5265.0
2024-01-08,1900-01-01 12:10:00,Monday,EGLINTON STATION,SUEAS,12.0,17.0,N,YU,5811.0
2024-01-08,1900-01-01 15:54:00,Monday,PAPE STATION,MUDD,4.0,7.0,W,BD,5144.0
2024-01-08,1900-01-01 16:05:00,Monday,BAY STATION,SUDP,3.0,6.0,W,BD,5144.0
2024-01-08,1900-01-01 17:31:00,Monday,DUPONT STATION,SUUT,3.0,6.0,S,YU,5711.0
2024-01-08,1900-01-01 17:49:00,Monday,WARDEN STATION,PUSI,5.0,8.0,W,BD,5129.0
2024-01-08,1900-01-01 17:54:00,Monday,KIPLING STATION,MUI,6.0,9.0,E,BD,5334.0
2024-01-08,1900-01-01 18:53:00,Monday,SHERBOURNE STATION,SUUT,7.0,10.0,E,YU,5251.0
2024-01-08,1900-01-01 19:46:00,Monday,CHRISTIE STATION,EUSC,4.0,8.0,W,BD,5321.0
2024-01-08,1900-01-01 20:03:00,Monday,MUSEUM STATION,MUIR,6.0,9.0,N,YU,5736.0
2024-01-08,1900-01-01 20:28:00,Monday,YORK MILLS STATION,SUDP,13.0,18.0,S,YU,5596.0
2024-01-08,1900-01-01 21:27:00,Monday,ST CLAIR STATION,EUPI,5.0,10.0,N,YU,5686.0
2024-01-08,1900-01-01 23:30:00,Monday,WELLESLEY STATION,EUDO,3.0,8.0,S,YU,5901.0
2024-01-08,1900-01-01 23:35:00,Monday,EGLINTON STATION,MUIR,4.0,9.0,S,YU,5591.0
2024-01-08,1900-01-01 00:32:00,Monday,BLOOR STATION,MUPAA,3.0,8.0,N,YU,5516.0
2024-01-08,1900-01-01 01:17:00,Monday,WARDEN STATION,SUEAS,9.0,15.0,W,BD,5021.0
2024-01-08,1900-01-01 22:41:00,Monday,LESLIE STATION,SUEAS,17.0,24.0,W,SHP,6146.0
2024-01-09,1900-01-01 05:43:00,Tuesday,EGLINTON STATION,PUTO,3.0,8.0,N,YU,5966.0
2024-01-09,1900-01-01 06:11:00,Tuesday,GREENWOOD STATION,EUVE,7.0,10.0,E,BD,5151.0
2024-01-09,1900-01-01 07:03:00,Tuesday,NORTH YORK CTR STATION,PUOPO,3.0,6.0,S,YU,5666.0
2024-01-09,1900-01-01 07:33:00,Tuesday,WILSON STATION,PUOPO,6.0,9.0,S,YU,6046.0
2024-01-09,1900-01-01 07:41:00,Tuesday,YORKDALE STATION,PUOPO,3.0,6.0,S,YU,6046.0
2024-01-09,1900-01-01 08:05:00,Tuesday,FINCH STATION,PUOPO,3.0,6.0,S,YU,5706.0
2024-01-09,1900-01-01 08:08:00,Tuesday,NORTH YORK CTR STATION,PUOPO,3.0,6.0,S,YU,5706.0
2024-01-09,1900-01-01 08:15:00,Tuesday,KENNEDY BD STATION,SUPOL,3.0,5.0,W,BD,5058.0
2024-01-09,1900-01-01 09:31:00,Tuesday,WILSON STATION,PUOPO,4.0,7.0,N,YU,6031.0
2024-01-09,1900-01-01 09:49:00,Tuesday,ST CLAIR STATION,SUDP,3.0,6.0,S,YU,5411.0
2024-01-09,1900-01-01 09:55:00,Tuesday,KIPLING STATION,SUDP,4.0,8.0,E,BD,5256.0
2024-01-09,1900-01-01 10:22:00,Tuesday,SUMMERHILL STATION,MUPAA,4.0,8.0,N,YU,6006.0
2024-01-09,1900-01-01 10:33:00,Tuesday,VICTORIA PARK STATION,PUSIS,7.0,11.0,W,BD,5066.0
2024-01-09,1900-01-01 10:59:00,Tuesday,VICTORIA PARK STATION,PUSIS,3.0,7.0,W,BD,5139.0
2024-01-09,1900-01-01 11:40:00,Tuesday,GLENCAIRN STATION,SUUT,26.0,31.0,S,YU,5631.0
2024-01-09,1900-01-01 13:16:00,Tuesday,UNION STATION,SUSA,3.0,8.0,N,YU,5981.0
2024-01-09,1900-01-01 13:51:00,Tuesday,DAVISVILLE STATION,MUSAN,4.0,9.0,N,YU,5696.0
2024-01-09,1900-01-01 13:56:00,Tuesday,ROSEDALE STATION,EUDO,7.0,12.0,S,YU,6001.0
2024-01-09,1900-01-01 14:06:00,Tuesday,BLOOR STATION,EUCD,5.0,10.0,S,YU,6001.0
2024-01-09,1900-01-01 14:34:00,Tuesday,KIPLING STATION,MUSAN,4.0,8.0,E,BD,0.0
2024-01-09,1900-01-01 15:14:00,Tuesday,BROADVIEW STATION,TUMVS,5.0,9.0,E,BD,5355.0
2024-01-09,1900-01-01 15:27:00,Tuesday,WILSON STATION,PUOPO,4.0,9.0,N,YU,6031.0
2024-01-09,1900-01-01 16:47:00,Tuesday,KING STATION,MUO,5.0,8.0,N,YU,5676.0
2024-01-09,1900-01-01 18:20:00,Tuesday,WILSON STATION,PUOPO,4.0,7.0,N,YU,6031.0
2024-01-09,1900-01-01 18:24:00,Tuesday,WELLESLEY STATION,SUUT,6.0,9.0,S,YU,5721.0
2024-01-09,1900-01-01 18:30:00,Tuesday,WELLESLEY STATION,MUPAA,3.0,6.0,S,YU,5706.0
2024-01-09,1900-01-01 19:46:00,Tuesday,YONGE BD STATION,SUDP,3.0,8.0,W,BD,5018.0
2024-01-09,1900-01-01 20:28:00,Tuesday,DUNDAS STATION,SUDP,11.0,15.0,N,YU,6091.0
2024-01-09,1900-01-01 20:38:00,Tuesday,QUEEN STATION,PUOPO,3.0,8.0,N,YU,5871.0
2024-01-09,1900-01-01 21:07:00,Tuesday,WILSON STATION,PUOPO,4.0,9.0,N,YU,6031.0
2024-01-09,1900-01-01 21:44:00,Tuesday,WELLESLEY STATION,PUOPO,9.0,14.0,S,YU,5931.0
2024-01-09,1900-01-01 22:17:00,Tuesday,ROSEDALE STATION,SUDP,6.0,11.0,N,YU,5456.0
2024-01-09,1900-01-01 22:58:00,Tuesday,DOWNSVIEW PARK STATION,PUOPO,3.0,8.0,S,YU,5921.0
2024-01-09,1900-01-01 00:50:00,Tuesday,FINCH WEST STATION,SUUT,35.0,40.0,S,YU,5476.0
2024-01-10,1900-01-01 02:13:00,Wednesday,ST CLAIR WEST STATION,SUO,10.0,15.0,N,YU,6056.0
2024-01-10,1900-01-01 05:54:00,Wednesday,VAUGHAN MC STATION,MUSAN,3.0,6.0,S,YU,6001.0
2024-01-10,1900-01-01 06:08:00,Wednesday,DUNDAS STATION,SUUT,7.0,10.0,N,YU,6016.0
2024-01-10,1900-01-01 06:23:00,Wednesday,DUNDAS STATION,SUDP,4.0,7.0,S,YU,5536.0
2024-01-10,1900-01-01 06:26:00,Wednesday,PIONEER VILLAGE STATIO,PUOPO,3.0,6.0,S,YU,5921.0
2024-01-10,1900-01-01 06:31:00,Wednesday,YORK UNIVERSITY STATIO,PUOPO,3.0,6.0,S,YU,5921.0
2024-01-10,1900-01-01 08:11:00,Wednesday,LAWRENCE STATION,PUOPO,3.0,6.0,N,YU,5896.0
