Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle
2024-02-04,1900-01-01 08:06:00,Sunday,EGLINTON STATION,SUUT,20.0,0.0,N,YU,5806.0
2024-02-04,1900-01-01 08:14:00,Sunday,KIPLING STATION,SUG,6.0,12.0,E,BD,5296.0
2024-02-04,1900-01-01 08:38:00,Sunday,KIPLING STATION,SUG,6.0,12.0,E,BD,5318.0
2024-02-04,1900-01-01 09:56:00,Sunday,WELLESLEY STATION,SUUT,24.0,29.0,N,YU,6056.0
2024-02-04,1900-01-01 10:02:00,Sunday,EGLINTON STATION,PUOPO,4.0,10.0,S,YU,6021.0
2024-02-04,1900-01-01 10:41:00,Sunday,WARDEN STATION,MUDD,4.0,10.0,W,BD,5159.0
2024-02-04,1900-01-01 10:57:00,Sunday,EGLINTON STATION,PUOPO,3.0,7.0,S,YU,6021.0
2024-02-04,1900-01-01 12:15:00,Sunday,FINCH STATION,SUO,4.0,8.0,N,YU,5601.0
2024-02-04,1900-01-01 12:29:00,Sunday,DAVISVILLE BUILD UP,MUSAN,4.0,8.0,N,YU,5801.0
2024-02-04,1900-01-01 14:00:00,Sunday,EGLINTON STATION,PUOPO,3.0,7.0,S,YU,6021.0
2024-02-04,1900-01-01 14:01:00,Sunday,DUPONT STATION,MUPAA,3.0,7.0,S,YU,5531.0
2024-02-04,1900-01-01 16:01:00,Sunday,ST GEORGE BD STATION,SUO,18.0,24.0,W,BD,5201.0
2024-02-04,1900-01-01 16:01:00,Sunday,ST GEORGE YUS STATION,SUO,18.0,22.0,N,YU,6031.0
2024-02-04,1900-01-01 16:03:00,Sunday,EGLINTON STATION,PUOPO,3.0,7.0,S,YU,6066.0
2024-02-04,1900-01-01 17:01:00,Sunday,EGLINTON STATION,PUOPO,8.0,12.0,S,YU,6021.0
2024-02-04,1900-01-01 17:54:00,Sunday,ST CLAIR STATION,SUUT,5.0,9.0,S,YU,5841.0
2024-02-04,1900-01-01 23:33:00,Sunday,SHEPPARD WEST STATION,SUDP,16.0,22.0,S,YU,5586.0
2024-02-04,1900-01-01 23:40:00,Sunday,KING STATION,MUSAN,6.0,12.0,N,YU,5546.0
2024-02-04,1900-01-01 23:52:00,Sunday,EGLINTON STATION,PUOPO,10.0,16.0,S,YU,5936.0
2024-02-04,1900-01-01 00:33:00,Sunday,SHEPPARD STATION,MUIR,6.0,12.0,N,YU,5751.0
2024-02-04,1900-01-01 00:43:00,Sunday,EGLINTON STATION,PUOPO,6.0,12.0,S,YU,6066.0
2024-02-05,1900-01-01 07:43:00,Monday,EGLINTON STATION,PUOPO,3.0,6.0,S,YU,6066.0
2024-02-05,1900-01-01 08:11:00,Monday,EGLINTON STATION,PUOPO,3.0,6.0,S,YU,5801.0
2024-02-05,1900-01-01 08:18:00,Monday,LANSDOWNE STATION,MUI,6.0,8.0,E,BD,5211.0
2024-02-05,1900-01-01 08:25:00,Monday,BAY STATION,SUDP,3.0,5.0,E,BD,5258.0
2024-02-05,1900-01-01 08:45:00,Monday,ST CLAIR WEST STATION,MUIR,3.0,6.0,N,YU,6106.0
2024-02-05,1900-01-01 08:52:00,Monday,EGLINTON STATION,PUOPO,5.0,8.0,S,YU,6051.0
2024-02-05,1900-01-01 11:35:00,Monday,HIGHWAY 407 STATION,PUOPO,5.0,10.0,S,YU,5706.0
2024-02-05,1900-01-01 12:01:00,Monday,EGLINTON STATION,PUOPO,4.0,9.0,S,YU,5626.0
2024-02-05,1900-01-01 12:11:00,Monday,EGLINTON STATION,PUOPO,3.0,8.0,S,YU,5876.0
2024-02-05,1900-01-01 15:47:00,Monday,SPADINA YUS STATION,MUI,12.0,15.0,N,YU,5743.0
2024-02-05,1900-01-01 17:30:00,Monday,ST GEORGE BD STATION,MUD,4.0,7.0,E,BD,5020.0
2024-02-05,1900-01-01 17:39:00,Monday,ST GEORGE YUS STATION,MUI,6.0,9.0,S,YU,5961.0
2024-02-05,1900-01-01 19:39:00,Monday,EGLINTON STATION,PUOPO,6.0,10.0,S,YU,6066.0
2024-02-05,1900-01-01 19:42:00,Monday,FINCH STATION,MUPAA,4.0,8.0,S,YU,5861.0
2024-02-05,1900-01-01 19:53:00,Monday,EGLINTON STATION,PUOPO,6.0,10.0,S,YU,5536.0
2024-02-05,1900-01-01 20:18:00,Monday,BLOOR STATION,SUDP,3.0,7.0,S,YU,5536.0
2024-02-05,1900-01-01 20:26:00,Monday,COXWELL STATION,SUDP,5.0,10.0,E,BD,5110.0
2024-02-05,1900-01-01 20:46:00,Monday,KENNEDY BD STATION,MUIR,5.0,10.0,W,BD,5110.0
2024-02-05,1900-01-01 21:10:00,Monday,FINCH WEST STATION,SUDP,21.0,24.0,N,YU,5781.0
2024-02-05,1900-01-01 21:54:00,Monday,VICTORIA PARK STATION,SUO,18.0,23.0,E,BD,5262.0
2024-02-05,1900-01-01 22:05:00,Monday,SPADINA YUS STATION,SUO,9.0,14.0,N,YU,5641.0
2024-02-05,1900-01-01 22:42:00,Monday,EGLINTON STATION,PUOPO,7.0,12.0,S,YU,6066.0
2024-02-05,1900-01-01 23:37:00,Monday,SPADINA YUS STATION,TUCC,10.0,15.0,S,YU,5641.0
2024-02-05,1900-01-01 00:59:00,Monday,KING STATION,MUSAN,5.0,11.0,N,YU,5866.0
2024-02-05,1900-01-01 01:08:00,Monday,SPADINA YUS STATION,SUDP,5.0,10.0,N,YU,5606.0
2024-02-05,1900-01-01 01:13:00,Monday,KENNEDY BD STATION,EUAC,5.0,10.0,E,BD,5041.0
2024-02-06,1900-01-01 05:44:00,Tuesday,EGLINTON STATION,PUOPO,3.0,0.0,S,YU,5629.0
2024-02-06,1900-01-01 06:05:00,Tuesday,KENNEDY BD STATION,PUSI,7.0,14.0,E,BD,5091.0
2024-02-06,1900-01-01 06:49:00,Tuesday,WILSON STATION,PUOPO,5.0,8.0,S,YU,5921.0
2024-02-06,1900-01-01 06:55:00,Tuesday,YORKDALE STATION,PUOPO,5.0,8.0,S,YU,5921.0
2024-02-06,1900-01-01 07:50:00,Tuesday,CASTLE FRANK STATION,MUIR,4.0,6.0,W,BD,5034.0
2024-02-06,1900-01-01 08:52:00,Tuesday,ST PATRICK STATION,SUO,3.0,6.0,,YU,5762.0
2024-02-06,1900-01-01 09:03:00,Tuesday,COLLEGE STATION,MUPAA,5.0,8.0,S,YU,5596.0
2024-02-06,1900-01-01 09:40:00,Tuesday,SHEPPARD STATION,EUDO,15.0,18.0,N,YU,5506.0
2024-02-06,1900-01-01 11:43:00,Tuesday,EGLINTON STATION,PUOPO,7.0,12.0,S,YU,6021.0
2024-02-06,1900-01-01 12:38:00,Tuesday,ST GEORGE YUS STATION,SUO,5.0,10.0,N,YU,5731.0
2024-02-06,1900-01-01 14:00:00,Tuesday,MAIN STREET STATION,SUDP,3.0,7.0,E,BD,5300.0
2024-02-06,1900-01-01 14:16:00,Tuesday,QUEEN'S PARK STATION,PUOPO,3.0,8.0,S,YU,6046.0
2024-02-06,1900-01-01 14:33:00,Tuesday,ST CLAIR WEST STATION,MUIR,6.0,11.0,N,YU,6061.0
2024-02-06,1900-01-01 15:16:00,Tuesday,EGLINTON STATION,MUIRS,5.0,10.0,N,YU,5796.0
2024-02-06,1900-01-01 17:22:00,Tuesday,WILSON STATION,EUOE,3.0,6.0,S,YU,6081.0
2024-02-06,1900-01-01 17:27:00,Tuesday,OSGOODE STATION,PUOPO,4.0,7.0,S,YU,5746.0
2024-02-06,1900-01-01 18:05:00,Tuesday,DUNDAS STATION,TUO,5.0,8.0,N,YU,5831.0
2024-02-06,1900-01-01 18:27:00,Tuesday,VAUGHAN MC STATION,MUI,3.0,6.0,S,YU,6001.0
2024-02-06,1900-01-01 18:38:00,Tuesday,EGLINTON STATION,MUPAA,3.0,6.0,N,YU,6081.0
2024-02-06,1900-01-01 18:50:00,Tuesday,ROYAL YORK STATION,MUSC,4.0,7.0,E,BD,5230.0
2024-02-06,1900-01-01 19:23:00,Tuesday,BLOOR STATION,MUIR,3.0,6.0,N,YU,5916.0
2024-02-06,1900-01-01 19:30:00,Tuesday,KIPLING STATION,TUO,5.0,10.0,E,BD,5262.0
2024-02-06,1900-01-01 19:34:00,Tuesday,CASTLE FRANK STATION,SUDP,4.0,9.0,E,BD,5162.0
2024-02-06,1900-01-01 20:31:00,Tuesday,YORK UNIVERSITY STATIO,MUI,27.0,32.0,N,YU,5876.0
2024-02-06,1900-01-01 20:32:00,Tuesday,DUFFERIN STATION,SUO,25.0,30.0,W,BD,5258.0
2024-02-06,1900-01-01 20:37:00,Tuesday,KING STATION,MUDD,9.0,14.0,N,YU,6046.0
2024-02-06,1900-01-01 22:49:00,Tuesday,LANSDOWNE STATION,SUDP,12.0,17.0,W,BD,5096.0
2024-02-06,1900-01-01 23:02:00,Tuesday,YONGE BD STATION,PUTDN,6.0,11.0,E,BD,5086.0
2024-02-06,1900-01-01 23:15:00,Tuesday,OSSINGTON STATION,SUO,3.0,8.0,W,BD,5224.0
2024-02-06,1900-01-01 00:09:00,Tuesday,DUNDAS STATION,SUDP,3.0,8.0,S,YU,5641.0
2024-02-06,1900-01-01 00:34:00,Tuesday,SPADINA YUS STATION,MUIR,3.0,8.0,S,YU,5991.0
2024-02-06,1900-01-01 01:33:00,Tuesday,KENNEDY BD STATION,EUDO,6.0,11.0,E,BD,5089.0
2024-02-06,1900-01-01 23:45:00,Tuesday,DON MILLS STATION,SUDP,15.0,22.0,E,SHP,6156.0
2024-02-07,1900-01-01 07:34:00,Wednesday,SPADINA YUS STATION,MUIR,4.0,7.0,N,YU,5666.0
2024-02-07,1900-01-01 07:45:00,Wednesday,SPADINA YUS STATION,SUDP,3.0,6.0,N,YU,5996.0
2024-02-07,1900-01-01 15:25:00,Wednesday,KIPLING STATION,SUUT,5.0,8.0,W,BD,5159.0
2024-02-07,1900-01-01 15:35:00,Wednesday,FINCH STATION,MUATC,5.0,10.0,S,YU,5391.0
2024-02-07,1900-01-01 15:48:00,Wednesday,DUFFERIN STATION,SUO,3.0,6.0,W,BD,5254.0
2024-02-07,1900-01-01 16:31:00,Wednesday,EGLINTON STATION,SUDP,3.0,8.0,S,YU,5626.0
2024-02-07,1900-01-01 17:05:00,Wednesday,FINCH STATION,EUO,3.0,6.0,S,YU,5561.0
2024-02-07,1900-01-01 17:10:00,Wednesday,QUEEN'S PARK STATION,PUOPO,4.0,7.0,N,YU,5591.0
2024-02-07,1900-01-01 17:16:00,Wednesday,SHEPPARD STATION,MUIR,5.0,8.0,N,YU,5546.0
2024-02-07,1900-01-01 19:26:00,Wednesday,FINCH STATION,SUAP,3.0,6.0,S,YU,5871.0
2024-02-07,1900-01-01 20:25:00,Wednesday,JANE STATION,MUIR,13.0,18.0,E,BD,5059.0
2024-02-07,1900-01-01 01:15:00,Wednesday,DUNDAS STATION,SUDP,3.0,8.0,S,YU,5691.0
2024-02-07,1900-01-01 01:33:00,Wednesday,SHEPPARD WEST STATION,MUI,17.0,22.0,S,YU,5881.0
2024-02-07,1900-01-01 11:10:00,Wednesday,SHEPPARD-YONGE STATION,SUO,7.0,14.0,E,SHP,6151.0
2024-02-07,1900-01-01 11:22:00,Wednesday,BAYVIEW STATION,PUOPO,4.0,11.0,E,SHP,6161.0
2024-02-07,1900-01-01 19:50:00,Wednesday,DON MILLS STATION,SUPOL,10.0,17.0,W,SHP,6166.0
2024-02-08,1900-01-01 05:46:00,Thursday,EGLINTON STATION,MUO,5.0,10.0,N,YU,5606.0
2024-02-08,1900-01-01 05:48:00,Thursday,YONGE BD STATION,MUO,3.0,0.0,W,BD,0.0
2024-02-08,1900-01-01 05:56:00,Thursday,COLLEGE STATION,PUTWZ,5.0,0.0,S,YU,6081.0
2024-02-08,1900-01-01 06:02:00,Thursday,ST CLAIR WEST STATION,PUTWZ,3.0,0.0,S,YU,5991.0
2024-02-08,1900-01-01 06:12:00,Thursday,ST GEORGE YUS STATION,PUTWZ,12.0,0.0,S,YU,5831.0
2024-02-08,1900-01-01 06:22:00,Thursday,UNION STATION,PUTWZ,21.0,0.0,N,YU,5641.0
2024-02-08,1900-01-01 07:59:00,Thursday,ST GEORGE YUS STATION,SUDP,6.0,12.0,N,YU,5531.0
2024-02-08,1900-01-01 08:21:00,Thursday,CHESTER STATION,PUTO,10.0,13.0,E,BD,0.0
2024-02-08,1900-01-01 08:44:00,Thursday,QUEEN STATION,MUIR,5.0,8.0,S,YU,5651.0
2024-02-08,1900-01-01 10:11:00,Thursday,CHRISTIE STATION,SUUT,6.0,10.0,E,BD,5063.0
2024-02-08,1900-01-01 10:23:00,Thursday,UNION STATION,SUDP,4.0,7.0,S,YU,6091.0
2024-02-08,1900-01-01 10:27:00,Thursday,QUEEN STATION,SUO,7.0,10.0,N,YU,5431.0
2024-02-08,1900-01-01 13:16:00,Thursday,LAWRENCE WEST STATION,EUNT,6.0,11.0,S,YU,5431.0
2024-02-08,1900-01-01 14:45:00,Thursday,ST CLAIR STATION,MUATC,5.0,10.0,N,YU,5556.0
2024-02-08,1900-01-01 15:00:00,Thursday,BLOOR STATION,SUDP,3.0,8.0,S,YU,5876.0
2024-02-08,1900-01-01 15:39:00,Thursday,COLLEGE STATION,SUDP,6.0,11.0,S,YU,5551.0
2024-02-08,1900-01-01 16:08:00,Thursday,BAY STATION,SUO,6.0,9.0,W,BD,5077.0
2024-02-08,1900-01-01 16:21:00,Thursday,DUFFERIN STATION,MUO,3.0,6.0,W,BD,5077.0
2024-02-08,1900-01-01 18:42:00,Thursday,SPADINA YUS STATION,SUDP,30.0,33.0,N,YU,5416.0
2024-02-08,1900-01-01 20:06:00,Thursday,HIGHWAY 407 STATION,SUO,24.0,29.0,N,YU,6121.0
2024-02-08,1900-01-01 20:21:00,Thursday,SHEPPARD WEST STATION,MUSAN,5.0,10.0,S,YU,5601.0
2024-02-08,1900-01-01 21:17:00,Thursday,KENNEDY BD STATION,SUPOL,6.0,12.0,W,BD,5298.0
2024-02-08,1900-01-01 22:19:00,Thursday,KIPLING STATION,MUTO,5.0,10.0,E,BD,5264.0
2024-02-08,1900-01-01 22:38:00,Thursday,WARDEN STATION,SUO,4.0,9.0,W,BD,5020.0
2024-02-08,1900-01-01 23:57:00,Thursday,DUNDAS STATION,SUUT,5.0,10.0,N,YU,5811.0
2024-02-08,1900-01-01 01:04:00,Thursday,WELLESLEY STATION,SUO,3.0,8.0,N,YU,6131.0
2024-02-08,1900-01-01 06:01:00,Thursday,SHEPPARD-YONGE STATION,SUUT,6.0,13.0,W,SHP,6156.0
2024-02-08,1900-01-01 15:55:00,Thursday,DON MILLS STATION,TUO,5.0,12.0,W,SHP,6186.0
2024-02-09,1900-01-01 05:50:00,Friday,GREENWOOD STATION,EUYRD,7.0,12.0,E,BD,5353.0
2024-02-09,1900-01-01 05:55:00,Friday,KEELE STATION,SUG,3.0,8.0,W,BD,5329.0
2024-02-09,1900-01-01 06:18:00,Friday,EGLINTON STATION,MUO,3.0,6.0,N,YU,5631.0
2024-02-09,1900-01-01 08:11:00,Friday,BLOOR STATION,SUDP,3.0,6.0,S,YU,5971.0
2024-02-09,1900-01-01 08:12:00,Friday,LAWRENCE STATION,TUSET,5.0,8.0,N,YU,5716.0
2024-02-09,1900-01-01 09:03:00,Friday,OLD MILL STATION,SUDP,5.0,7.0,W,BD,5246.0
2024-02-09,1900-01-01 09:13:00,Friday,NORTH YORK CTR STATION,PUOPO,3.0,6.0,S,YU,5771.0
2024-02-09,1900-01-01 09:24:00,Friday,COLLEGE STATION,SUDP,4.0,7.0,S,YU,6136.0
2024-02-09,1900-01-01 12:15:00,Friday,KENNEDY BD STATION,SUO,34.0,38.0,W,BD,5366.0
2024-02-09,1900-01-01 16:04:00,Friday,EGLINTON WEST STATION,MUPAA,4.0,9.0,N,YU,5901.0
2024-02-09,1900-01-01 16:38:00,Friday,EGLINTON STATION,SUO,4.0,7.0,N,YU,6046.0
2024-02-09,1900-01-01 17:18:00,Friday,EGLINTON STATION,SUDP,15.0,18.0,E,YU,5561.0
2024-02-09,1900-01-01 17:22:00,Friday,OSGOODE STATION,MUPAA,6.0,9.0,N,YU,5731.0
2024-02-09,1900-01-01 17:48:00,Friday,WELLESLEY STATION,MUI,13.0,16.0,N,YU,5556.0
2024-02-09,1900-01-01 20:12:00,Friday,LANSDOWNE STATION,MUI,20.0,25.0,W,BD,5180.0
2024-02-09,1900-01-01 21:18:00,Friday,EGLINTON STATION,MUPAA,3.0,8.0,S,YU,5416.0
2024-02-09,1900-01-01 21:40:00,Friday,EGLINTON STATION,MUD,8.0,13.0,N,YU,5706.0
2024-02-09,1900-01-01 22:09:00,Friday,VAUGHAN MC STATION,TUSUP,12.0,17.0,S,YU,5831.0
2024-02-09,1900-01-01 23:08:00,Friday,VAUGHAN MC STATION,PUATC,7.0,12.0,S,YU,5861.0
2024-02-09,1900-01-01 23:26:00,Friday,ST GEORGE YUS STATION,MUATC,5.0,10.0,N,YU,6116.0
2024-02-09,1900-01-01 23:56:00,Friday,BAY STATION,SUO,11.0,16.0,W,BD,5018.0
2024-02-09,1900-01-01 00:18:00,Friday,COLLEGE STATION,MUIR,4.0,9.0,S,YU,6136.0
2024-02-10,1900-01-01 05:42:00,Saturday,FINCH STATION,PUTWZ,32.0,0.0,S,YU,5711.0
2024-02-10,1900-01-01 05:52:00,Saturday,EGLINTON STATION,PUTWZ,17.0,0.0,N,YU,5986.0
2024-02-10,1900-01-01 06:02:00,Saturday,LANSDOWNE STATION,PUSI,5.0,0.0,E,BD,5159.0
2024-02-10,1900-01-01 06:47:00,Saturday,HIGHWAY 407 STATION,MUATC,6.0,12.0,S,YU,5611.0
2024-02-10,1900-01-01 07:34:00,Saturday,BLOOR STATION,SUDP,5.0,11.0,S,YU,5636.0
2024-02-10,1900-01-01 10:13:00,Saturday,JANE STATION,PUSTC,4.0,9.0,E,BD,5251.0
2024-02-10,1900-01-01 10:43:00,Saturday,NORTH YORK CTR TO ST A,TUS,10.0,16.0,,YU,6076.0
2024-02-10,1900-01-01 14:08:00,Saturday,ST CLAIR STATION,MUIS,3.0,9.0,N,YU,6066.0
2024-02-10,1900-01-01 14:45:00,Saturday,WOODBINE STATION,MUI,20.0,24.0,E,BD,5025.0
2024-02-10,1900-01-01 14:48:00,Saturday,ST GEORGE BD STATION,SUO,4.0,8.0,W,BD,5089.0
2024-02-10,1900-01-01 15:53:00,Saturday,DUNDAS WEST STATION,SUO,18.0,22.0,W,BD,5274.0
2024-02-10,1900-01-01 16:38:00,Saturday,FINCH STATION,MUSAN,6.0,12.0,S,YU,5941.0
2024-02-10,1900-01-01 17:02:00,Saturday,ST CLAIR STATION,SUDP,12.0,18.0,N,YU,5991.0
2024-02-10,1900-01-01 17:05:00,Saturday,JANE STATION,MUIR,5.0,9.0,W,BD,5109.0
2024-02-10,1900-01-01 17:53:00,Saturday,BLOOR STATION,MUIR,6.0,12.0,N,YU,5831.0
2024-02-10,1900-01-01 18:52:00,Saturday,ST GEORGE BD STATION,MUPAA,4.0,8.0,E,BD,5020.0
2024-02-10,1900-01-01 19:58:00,Saturday,ROSEDALE STATION,SUDP,7.0,13.0,N,YU,6081.0
2024-02-10,1900-01-01 22:05:00,Saturday,WILSON STATION,PUTDN,3.0,9.0,N,YU,5476.0
2024-02-10,1900-01-01 22:36:00,Saturday,WILSON STATION,PUTDN,10.0,16.0,N,YU,5416.0
2024-02-10,1900-01-01 23:50:00,Saturday,ST GEORGE YUS STATION,MUIR,3.0,9.0,S,YU,5696.0
2024-02-10,1900-01-01 00:30:00,Saturday,VICTORIA PARK STATION,SUDP,4.0,10.0,E,BD,5012.0
2024-02-10,1900-01-01 01:14:00,Saturday,ROSEDALE STATION,SUO,14.0,20.0,N,YU,6046.0
2024-02-10,1900-01-01 01:25:00,Saturday,SPADINA BD STATION,SUDP,6.0,12.0,E,BD,5008.0
2024-02-10,1900-01-01 01:45:00,Saturday,EGLINTON STATION,MUPAA,5.0,11.0,N,YU,5956.0
2024-02-11,1900-01-01 08:14:00,Sunday,KIPLING STATION,SUG,4.0,8.0,E,BD,5153.0
2024-02-11,1900-01-01 08:28:00,Sunday,DONLANDS STATION,EUYRD,5.0,9.0,W,BD,5150.0
2024-02-11,1900-01-01 10:24:00,Sunday,ROSEDALE STATION,SUO,12.0,18.0,N,YU,5446.0
2024-02-11,1900-01-01 10:28:00,Sunday,BAY STATION,MUIS,7.0,11.0,E,BD,5273.0
2024-02-11,1900-01-01 11:23:00,Sunday,DAVISVILLE STATION,SUO,3.0,9.0,N,YU,6061.0
2024-02-11,1900-01-01 11:29:00,Sunday,ST ANDREW STATION,MUSAN,6.0,12.0,N,YU,5401.0
2024-02-11,1900-01-01 11:52:00,Sunday,KEELE STATION,MUI,15.0,19.0,E,BD,5207.0
2024-02-11,1900-01-01 13:04:00,Sunday,OLD MILL STATION,SUUT,4.0,8.0,E,BD,5197.0
2024-02-11,1900-01-01 14:10:00,Sunday,DAVISVILLE BUILD-UP,MUSAN,6.0,12.0,S,YU,6061.0
2024-02-11,1900-01-01 14:19:00,Sunday,ST CLAIR STATION,SUDP,8.0,14.0,S,YU,6076.0
2024-02-11,1900-01-01 14:54:00,Sunday,RUNNYMEDE STATION,SUO,4.0,8.0,W,BD,5059.0
2024-02-11,1900-01-01 15:27:00,Sunday,ST ANDREW STATION,MUSAN,6.0,12.0,N,YU,5631.0
2024-02-11,1900-01-01 15:30:00,Sunday,ST GEORGE BD STATION,SUO,8.0,12.0,E,BD,5363.0
2024-02-11,1900-01-01 16:09:00,Sunday,UNION STATION TO ST AN,SUDP,4.0,10.0,N,YU,6076.0
2024-02-11,1900-01-01 16:11:00,Sunday,ST ANDREW STATION,MUSAN,6.0,12.0,S,YU,6081.0
2024-02-11,1900-01-01 16:13:00,Sunday,RUNNYMEDE STATION,SUDP,14.0,18.0,E,BD,5039.0
2024-02-11,1900-01-01 16:26:00,Sunday,WARDEN STATION,PUSSW,4.0,8.0,W,BD,5046.0
2024-02-11,1900-01-01 16:46:00,Sunday,BAY STATION,SUAP,18.0,22.0,E,BD,5214.0
2024-02-11,1900-01-01 17:36:00,Sunday,WELLESLEY STATION,SUUT,26.0,32.0,N,YU,5991.0
2024-02-11,1900-01-01 17:38:00,Sunday,ST CLAIR STATION,MUIR,6.0,12.0,N,YU,5631.0
2024-02-11,1900-01-01 17:38:00,Sunday,ST ANDREW STATION,SUDP,6.0,12.0,N,YU,5811.0
2024-02-11,1900-01-01 18:17:00,Sunday,FINCH STATION,TUNOA,6.0,12.0,S,YU,5981.0
2024-02-11,1900-01-01 20:00:00,Sunday,FINCH STATION,MUATC,6.0,12.0,S,YU,5996.0
2024-02-11,1900-01-01 20:01:00,Sunday,FINCH STATION,MUATC,6.0,12.0,S,YU,6086.0
2024-02-11,1900-01-01 20:16:00,Sunday,DUNDAS STATION,SUO,9.0,15.0,S,YU,5941.0
2024-02-11,1900-01-01 20:57:00,Sunday,FINCH STATION,TUNOA,6.0,12.0,,YU,0.0
2024-02-11,1900-01-01 22:06:00,Sunday,SPADINA BD STATION,SUDP,6.0,12.0,W,BD,5059.0
2024-02-11,1900-01-01 23:07:00,Sunday,PAPE STATION,MUSAN,4.0,10.0,W,BD,5230.0
2024-02-11,1900-01-01 23:40:00,Sunday,UNION STATION,PUOPO,4.0,9.0,N,YU,5631.0
2024-02-11,1900-01-01 23:51:00,Sunday,FINCH STATION,SUO,5.0,10.0,,YU,5401.0
2024-02-12,1900-01-01 06:13:00,Monday,VAUGHAN MC STATION,TUSUP,3.0,6.0,S,YU,5861.0
2024-02-12,1900-01-01 06:23:00,Monday,SHEPPARD WEST STATION,TUSUP,6.0,12.0,N,YU,5676.0
2024-02-12,1900-01-01 06:29:00,Monday,SHEPPARD WEST STATION,TUSUP,6.0,12.0,N,YU,5561.0
2024-02-12,1900-01-01 06:55:00,Monday,LAWRENCE STATION,PUOPO,3.0,6.0,N,YU,5896.0
2024-02-12,1900-01-01 07:04:00,Monday,DUNDAS STATION TO EGLI,PUTR,4.0,7.0,N,YU,5951.0
2024-02-12,1900-01-01 07:25:00,Monday,KEELE STATION,TUMVS,3.0,6.0,W,BD,5059.0
2024-02-12,1900-01-01 07:28:00,Monday,HIGH PARK STATION,TUO,3.0,6.0,W,BD,5059.0
2024-02-12,1900-01-01 08:04:00,Monday,DUFFERIN TO KIPLING,PUTR,6.0,9.0,W,BD,5160.0
2024-02-12,1900-01-01 08:07:00,Monday,YORKDALE STATION,PUOPO,3.0,6.0,S,YU,6031.0
2024-02-12,1900-01-01 09:04:00,Monday,QUEEN'S PARK STATION,MUI,12.0,15.0,S,YU,5586.0
2024-02-12,1900-01-01 10:25:00,Monday,DONLANDS STATION,TUMVS,3.0,6.0,E,BD,5002.0
2024-02-12,1900-01-01 10:29:00,Monday,GREENWOOD STATION,TUO,4.0,7.0,E,BD,5002.0
2024-02-12,1900-01-01 11:54:00,Monday,VAUGHAN MC STATION,TUCC,11.0,15.0,S,YU,5586.0
2024-02-12,1900-01-01 12:06:00,Monday,BLOOR STATION,SUAP,7.0,12.0,N,YU,5596.0
2024-02-12,1900-01-01 14:02:00,Monday,WARDEN STATION,TUMVS,6.0,10.0,W,BD,5320.0
2024-02-12,1900-01-01 14:51:00,Monday,SHERBOURNE STATION,MUDD,3.0,7.0,W,BD,5303.0
2024-02-12,1900-01-01 15:04:00,Monday,RUNNYMEDE STATION,SUDP,4.0,8.0,W,BD,5353.0
2024-02-12,1900-01-01 16:50:00,Monday,YORK MILLS STATION,SUDP,6.0,9.0,S,YU,5456.0
2024-02-12,1900-01-01 17:07:00,Monday,FINCH STATION,SUUT,32.0,35.0,N,YU,5731.0
2024-02-12,1900-01-01 17:41:00,Monday,ST CLAIR STATION,SUDP,5.0,8.0,N,YU,6046.0
2024-02-12,1900-01-01 18:27:00,Monday,GLENCAIRN STATION,MUSAN,3.0,6.0,N,YU,6133.0
2024-02-12,1900-01-01 19:48:00,Monday,SUMMERHILL STATION,PUOPO,3.0,8.0,N,YU,6071.0
2024-02-12,1900-01-01 20:54:00,Monday,DAVISVILLE STATION,MUIR,6.0,11.0,N,YU,5566.0
2024-02-12,1900-01-01 21:36:00,Monday,OSGOODE STATION,SUDP,9.0,14.0,N,YU,5436.0
2024-02-12,1900-01-01 22:52:00,Monday,DUPONT STATION,MUPAA,4.0,10.0,S,YU,5426.0
2024-02-12,1900-01-01 00:07:00,Monday,KIPLING STATION,TUNIP,7.0,12.0,E,BD,5251.0
2024-02-12,1900-01-01 00:33:00,Monday,DUFFERIN STATION,MUPAA,3.0,8.0,W,BD,5166.0
2024-02-12,1900-01-01 01:17:00,Monday,KING STATION,SUDP,5.0,10.0,N,YU,5369.0
2024-02-12,1900-01-01 01:35:00,Monday,OSSINGTON STATION,SUDP,5.0,10.0,E,BD,5064.0
2024-02-12,1900-01-01 16:43:00,Monday,BAYVIEW STATION,SUUT,31.0,38.0,E,SHP,6176.0
2024-02-12,1900-01-01 17:36:00,Monday,SHEPPARD-YONGE STATION,TUMVS,5.0,12.0,W,SHP,6146.0
2024-02-12,1900-01-01 18:19:00,Monday,BESSARION STATION,MUPAA,3.0,10.0,E,SHP,6146.0
2024-02-13,1900-01-01 05:56:00,Tuesday,CHESTER STATION,PUTO,3.0,0.0,W,BD,5310.0
2024-02-13,1900-01-01 06:08:00,Tuesday,DONLANDS STATION,SUUT,6.0,10.0,E,BD,5194.0
2024-02-13,1900-01-01 07:51:00,Tuesday,VICTORIA PARK STATION,EUNT,3.0,6.0,E,BD,5336.0
2024-02-13,1900-01-01 08:12:00,Tuesday,NORTH YORK CTR STATION,PUOPO,3.0,6.0,S,YU,6086.0
2024-02-13,1900-01-01 08:43:00,Tuesday,ROSEDALE STATION,EUDO,9.0,12.0,S,YU,5606.0
